,Domain,Country,Element,Crop,Year,Unit,Production,Crop
1184,Crops and livestock products,India,Production,"Beans, green",1985,tonnes,365000,beans green
1185,Crops and livestock products,India,Production,"Beans, green",1986,tonnes,370000,beans green
1186,Crops and livestock products,India,Production,"Beans, green",1987,tonnes,375000,beans green
1187,Crops and livestock products,India,Production,"Beans, green",1988,tonnes,385000,beans green
1188,Crops and livestock products,India,Production,"Beans, green",1989,tonnes,390000,beans green
1189,Crops and livestock products,India,Production,"Beans, green",1990,tonnes,398084,beans green
1190,Crops and livestock products,India,Production,"Beans, green",1991,tonnes,374000,beans green
1191,Crops and livestock products,India,Production,"Beans, green",1992,tonnes,380000,beans green
1192,Crops and livestock products,India,Production,"Beans, green",1993,tonnes,385000,beans green
1193,Crops and livestock products,India,Production,"Beans, green",1994,tonnes,388000,beans green
1194,Crops and livestock products,India,Production,"Beans, green",1995,tonnes,390000,beans green
1195,Crops and livestock products,India,Production,"Beans, green",1996,tonnes,400000,beans green
1196,Crops and livestock products,India,Production,"Beans, green",1997,tonnes,405349,beans green
1197,Crops and livestock products,India,Production,"Beans, green",1998,tonnes,410000,beans green
1198,Crops and livestock products,India,Production,"Beans, green",1999,tonnes,416734,beans green
1199,Crops and livestock products,India,Production,"Beans, green",2000,tonnes,420000,beans green
1200,Crops and livestock products,India,Production,"Beans, green",2001,tonnes,432626,beans green
1201,Crops and livestock products,India,Production,"Beans, green",2002,tonnes,443108,beans green
1202,Crops and livestock products,India,Production,"Beans, green",2003,tonnes,454062,beans green
1203,Crops and livestock products,India,Production,"Beans, green",2004,tonnes,465352,beans green
1204,Crops and livestock products,India,Production,"Beans, green",2005,tonnes,504808,beans green
1205,Crops and livestock products,India,Production,"Beans, green",2006,tonnes,521490,beans green
1206,Crops and livestock products,India,Production,"Beans, green",2007,tonnes,537780,beans green
1207,Crops and livestock products,India,Production,"Beans, green",2008,tonnes,554346,beans green
1208,Crops and livestock products,India,Production,"Beans, green",2009,tonnes,570534,beans green
1209,Crops and livestock products,India,Production,"Beans, green",2010,tonnes,586127,beans green
1210,Crops and livestock products,India,Production,"Beans, green",2011,tonnes,600978,beans green
1211,Crops and livestock products,India,Production,"Beans, green",2012,tonnes,620000,beans green
1212,Crops and livestock products,India,Production,"Beans, green",2013,tonnes,620000,beans green
1213,Crops and livestock products,India,Production,"Beans, green",2014,tonnes,628502,beans green
1214,Crops and livestock products,India,Production,"Beans, green",2015,tonnes,661863,beans green
1215,Crops and livestock products,India,Production,"Beans, green",2016,tonnes,636789,beans green
1216,Crops and livestock products,India,Production,"Beans, green",2017,tonnes,642385,beans green
1217,Crops and livestock products,India,Production,"Beans, green",2018,tonnes,647012,beans green
1334,Crops and livestock products,India,Production,Cabbages and other brassicas,1961,tonnes,288000,cabbage
1335,Crops and livestock products,India,Production,Cabbages and other brassicas,1962,tonnes,295000,cabbage
1336,Crops and livestock products,India,Production,Cabbages and other brassicas,1963,tonnes,305000,cabbage
1337,Crops and livestock products,India,Production,Cabbages and other brassicas,1964,tonnes,315000,cabbage
1338,Crops and livestock products,India,Production,Cabbages and other brassicas,1965,tonnes,325000,cabbage
1339,Crops and livestock products,India,Production,Cabbages and other brassicas,1966,tonnes,350000,cabbage
1340,Crops and livestock products,India,Production,Cabbages and other brassicas,1967,tonnes,400000,cabbage
1341,Crops and livestock products,India,Production,Cabbages and other brassicas,1968,tonnes,500000,cabbage
1342,Crops and livestock products,India,Production,Cabbages and other brassicas,1969,tonnes,600000,cabbage
1343,Crops and livestock products,India,Production,Cabbages and other brassicas,1970,tonnes,700000,cabbage
1344,Crops and livestock products,India,Production,Cabbages and other brassicas,1971,tonnes,800000,cabbage
1345,Crops and livestock products,India,Production,Cabbages and other brassicas,1972,tonnes,900000,cabbage
1346,Crops and livestock products,India,Production,Cabbages and other brassicas,1973,tonnes,1000000,cabbage
1347,Crops and livestock products,India,Production,Cabbages and other brassicas,1974,tonnes,1100000,cabbage
1348,Crops and livestock products,India,Production,Cabbages and other brassicas,1975,tonnes,1200000,cabbage
1349,Crops and livestock products,India,Production,Cabbages and other brassicas,1976,tonnes,1300000,cabbage
1350,Crops and livestock products,India,Production,Cabbages and other brassicas,1977,tonnes,1400000,cabbage
1351,Crops and livestock products,India,Production,Cabbages and other brassicas,1978,tonnes,1500000,cabbage
1352,Crops and livestock products,India,Production,Cabbages and other brassicas,1979,tonnes,1600000,cabbage
1353,Crops and livestock products,India,Production,Cabbages and other brassicas,1980,tonnes,1700000,cabbage
1354,Crops and livestock products,India,Production,Cabbages and other brassicas,1981,tonnes,1800000,cabbage
1355,Crops and livestock products,India,Production,Cabbages and other brassicas,1982,tonnes,1900000,cabbage
1356,Crops and livestock products,India,Production,Cabbages and other brassicas,1983,tonnes,2000000,cabbage
1357,Crops and livestock products,India,Production,Cabbages and other brassicas,1984,tonnes,2100000,cabbage
1358,Crops and livestock products,India,Production,Cabbages and other brassicas,1985,tonnes,2100000,cabbage
1359,Crops and livestock products,India,Production,Cabbages and other brassicas,1986,tonnes,2200000,cabbage
1360,Crops and livestock products,India,Production,Cabbages and other brassicas,1987,tonnes,2200000,cabbage
1361,Crops and livestock products,India,Production,Cabbages and other brassicas,1988,tonnes,2311789,cabbage
1362,Crops and livestock products,India,Production,Cabbages and other brassicas,1989,tonnes,2341561,cabbage
1363,Crops and livestock products,India,Production,Cabbages and other brassicas,1990,tonnes,2373632,cabbage
1364,Crops and livestock products,India,Production,Cabbages and other brassicas,1991,tonnes,2796431,cabbage
1365,Crops and livestock products,India,Production,Cabbages and other brassicas,1992,tonnes,4357050,cabbage
1366,Crops and livestock products,India,Production,Cabbages and other brassicas,1993,tonnes,3590000,cabbage
1367,Crops and livestock products,India,Production,Cabbages and other brassicas,1994,tonnes,3910000,cabbage
1368,Crops and livestock products,India,Production,Cabbages and other brassicas,1995,tonnes,4262500,cabbage
1369,Crops and livestock products,India,Production,Cabbages and other brassicas,1996,tonnes,4615000,cabbage
1370,Crops and livestock products,India,Production,Cabbages and other brassicas,1997,tonnes,4967500,cabbage
1371,Crops and livestock products,India,Production,Cabbages and other brassicas,1998,tonnes,5320000,cabbage
1372,Crops and livestock products,India,Production,Cabbages and other brassicas,1999,tonnes,5620000,cabbage
1373,Crops and livestock products,India,Production,Cabbages and other brassicas,2000,tonnes,5909400,cabbage
1374,Crops and livestock products,India,Production,Cabbages and other brassicas,2001,tonnes,5506500,cabbage
1375,Crops and livestock products,India,Production,Cabbages and other brassicas,2002,tonnes,5678200,cabbage
1376,Crops and livestock products,India,Production,Cabbages and other brassicas,2003,tonnes,5392000,cabbage
1377,Crops and livestock products,India,Production,Cabbages and other brassicas,2004,tonnes,5594600,cabbage
1378,Crops and livestock products,India,Production,Cabbages and other brassicas,2005,tonnes,6113500,cabbage
1379,Crops and livestock products,India,Production,Cabbages and other brassicas,2006,tonnes,5637300,cabbage
1380,Crops and livestock products,India,Production,Cabbages and other brassicas,2007,tonnes,5584000,cabbage
1381,Crops and livestock products,India,Production,Cabbages and other brassicas,2008,tonnes,5910000,cabbage
1382,Crops and livestock products,India,Production,Cabbages and other brassicas,2009,tonnes,6869600,cabbage
1383,Crops and livestock products,India,Production,Cabbages and other brassicas,2010,tonnes,7281400,cabbage
1384,Crops and livestock products,India,Production,Cabbages and other brassicas,2011,tonnes,7949000,cabbage
1385,Crops and livestock products,India,Production,Cabbages and other brassicas,2012,tonnes,8412000,cabbage
1386,Crops and livestock products,India,Production,Cabbages and other brassicas,2013,tonnes,8534000,cabbage
1387,Crops and livestock products,India,Production,Cabbages and other brassicas,2014,tonnes,9039220,cabbage
1388,Crops and livestock products,India,Production,Cabbages and other brassicas,2015,tonnes,8585000,cabbage
1389,Crops and livestock products,India,Production,Cabbages and other brassicas,2016,tonnes,8806000,cabbage
1390,Crops and livestock products,India,Production,Cabbages and other brassicas,2017,tonnes,8807000,cabbage
1391,Crops and livestock products,India,Production,Cabbages and other brassicas,2018,tonnes,9037000,cabbage
1508,Crops and livestock products,India,Production,Carrots and turnips,1961,tonnes,64000,carrots
1509,Crops and livestock products,India,Production,Carrots and turnips,1962,tonnes,70000,carrots
1510,Crops and livestock products,India,Production,Carrots and turnips,1963,tonnes,74000,carrots
1511,Crops and livestock products,India,Production,Carrots and turnips,1964,tonnes,81000,carrots
1512,Crops and livestock products,India,Production,Carrots and turnips,1965,tonnes,85000,carrots
1513,Crops and livestock products,India,Production,Carrots and turnips,1966,tonnes,92000,carrots
1514,Crops and livestock products,India,Production,Carrots and turnips,1967,tonnes,96000,carrots
1515,Crops and livestock products,India,Production,Carrots and turnips,1968,tonnes,100000,carrots
1516,Crops and livestock products,India,Production,Carrots and turnips,1969,tonnes,110000,carrots
1517,Crops and livestock products,India,Production,Carrots and turnips,1970,tonnes,112000,carrots
1518,Crops and livestock products,India,Production,Carrots and turnips,1971,tonnes,120000,carrots
1519,Crops and livestock products,India,Production,Carrots and turnips,1972,tonnes,124000,carrots
1520,Crops and livestock products,India,Production,Carrots and turnips,1973,tonnes,129000,carrots
1521,Crops and livestock products,India,Production,Carrots and turnips,1974,tonnes,140000,carrots
1522,Crops and livestock products,India,Production,Carrots and turnips,1975,tonnes,143000,carrots
1523,Crops and livestock products,India,Production,Carrots and turnips,1976,tonnes,160000,carrots
1524,Crops and livestock products,India,Production,Carrots and turnips,1977,tonnes,165000,carrots
1525,Crops and livestock products,India,Production,Carrots and turnips,1978,tonnes,170000,carrots
1526,Crops and livestock products,India,Production,Carrots and turnips,1979,tonnes,184000,carrots
1527,Crops and livestock products,India,Production,Carrots and turnips,1980,tonnes,186000,carrots
1528,Crops and livestock products,India,Production,Carrots and turnips,1981,tonnes,188000,carrots
1529,Crops and livestock products,India,Production,Carrots and turnips,1982,tonnes,200000,carrots
1530,Crops and livestock products,India,Production,Carrots and turnips,1983,tonnes,204000,carrots
1531,Crops and livestock products,India,Production,Carrots and turnips,1984,tonnes,227000,carrots
1532,Crops and livestock products,India,Production,Carrots and turnips,1985,tonnes,235000,carrots
1533,Crops and livestock products,India,Production,Carrots and turnips,1986,tonnes,250000,carrots
1534,Crops and livestock products,India,Production,Carrots and turnips,1987,tonnes,260000,carrots
1535,Crops and livestock products,India,Production,Carrots and turnips,1988,tonnes,272000,carrots
